Variable,Category,Tag,Weight,Exclude,Require,Extra
t1,outfits_formal,bone,12,[],[],[]
t1,outfits_formal,"ice cream, ice cream cone",12,[],[],[]
t1,outfits_formal,heart-shaped chocolate,12,[],[],[]
t1,outfits_formal,"weapon, lance",12,[],[],[]
t1,outfits_formal,cane,12,[],[],[]
t1,outfits_formal,ladle,12,[],[],[]
t1,outfits_formal,orange (fruit),12,[],[],[]
t1,outfits_formal,spring onion,12,[],[],[]
t1,outfits_formal,statue,12,[],[],[]
t1,outfits_formal,locker,12,[],[],[]
t1,outfits_formal,gears,12,[],[],[]
t1,outfits_formal,crab,12,[],[],[]
t1,outfits_formal,wine bottle,12,[],[],[]
t1,outfits_formal,gourd,12,[],[],[]
t1,outfits_formal,starfish,12,[],[],[]
t1,outfits_formal,"gun, weapon, machine gun",12,[],[],[]
t1,outfits_formal,"weapon, trident",12,[],[],[]
t1,outfits_formal,lock,12,[],[],[]
t1,outfits_formal,crow,12,[],[],[]
t1,outfits_formal,boat,12,[],[],[]
t1,outfits_formal,road sign,12,[],[],[]
t1,outfits_formal,stick,12,[],[],[]
t1,outfits_formal,armchair,12,[],[],[]
t1,outfits_formal,frilled pillow,12,[],[],[]
t1,outfits_formal,tissue box,12,[],[],[]
t1,outfits_formal,jar,12,[],[],[]
t1,outfits_formal,mandarin orange,12,[],[],[]
t1,outfits_formal,office chair,12,[],[],[]
t1,outfits_formal,pot,12,[],[],[]
t1,outfits_formal,pole,12,[],[],[]
t1,outfits_formal,food print,12,[],[],[]
t1,outfits_formal,test tube,12,[],[],[]
t1,outfits_formal,spider web,12,[],[],[]
t1,outfits_formal,"weapon, rapier",12,[],[],[]
t1,outfits_formal,envelope,12,[],[],[]
t1,outfits_formal,"fruit, banana",12,[],[],[]
t1,outfits_formal,"fruit, lemon",12,[],[],[]
t1,outfits_formal,"weapon, gun, shotgun",12,[],[],[]
t1,outfits_formal,"weapon, energy sword",12,[],[],[]
t1,outfits_formal,"staff, holding staff",12,[],[],[]
t1,outfits_formal,mage staff,12,[],[],[]
t1,outfits_formal,"food, pizza",12,[],[],[]
t1,outfits_formal,"digital media player, earphones",12,[],[],[]
t1,outfits_formal,"fruit, tomato",12,[],[],[]
t1,outfits_formal,rubber duck,12,[],[],[]
t1,outfits_formal,"food, candy apple",12,[],[],[]
t1,outfits_formal,"food, baozi",12,[],[],[]
t1,outfits_formal,lily pad,12,[],[],[]
t1,outfits_formal,pancake,12,[],[],[]
t1,outfits_formal,soda can,12,[],[],[]
t1,outfits_formal,vegetable,12,[],[],[]
t1,outfits_formal,trash can,12,[],[],[]
t1,outfits_formal,frying pan,12,[],[],[]
t1,outfits_formal,"clover, four-leaf clover",12,[],[],[]
t1,outfits_formal,electric fan,12,[],[],[]
t1,outfits_formal,puppet,12,[],[],[]
t1,outfits_formal,"food, noodles, ramen",12,[],[],[]
t1,outfits_formal,"food, bento",12,[],[],[]
t1,outfits_formal,"food, candy, candy cane",12,[],[],[]
t1,outfits_formal,"shell, seashell",12,[],[],[]
t1,outfits_formal,plastic bag,12,[],[],[]
t1,outfits_formal,"instrument, bass guitar",12,[],[],[]
t1,outfits_formal,flower pot,12,[],[],[]
t1,outfits_formal,"food, pudding",12,[],[],[]
t1,outfits_formal,"flask, erlenmeyer flask",12,[],[],[]
t1,outfits_formal,"flask, round-bottom flask",12,[],[],[]
t1,outfits_formal,"ball, soccer ball",12,[],[],[]
t1,outfits_formal,"bag, duffel bag",12,[],[],[]
t1,outfits_formal,cigar,12,[],[],[]
t1,outfits_formal,"towel, beach towel",12,[],[],[]
t1,outfits_formal,"food, shaved ice",12,[],[],[]
t1,outfits_formal,"mallet, holding mallet",12,[],[],[]
t1,outfits_formal,glowstick,12,[],[],[]
t1,outfits_formal,"disposable cup, disposable coffee cup",12,[],[],[]
t1,outfits_formal,drumsticks,12,[],[],[]
t1,outfits_formal,jellyfish,12,[],[],[]
t1,outfits_formal,"ball, volleyball",12,[],[],[]
t1,outfits_formal,"food, sweets",12,[],[],[]
t1,outfits_formal,"candy, lollipop, swirl lollipop",12,[],[],[]
t1,outfits_formal,"food, pastry",12,[],[],[]
t1,outfits_formal,"food, omelet",12,[],[],[]
t1,outfits_formal,"food, curry",12,[],[],[]
t1,outfits_formal,"bottle, milk bottle",12,[],[],[]
t1,outfits_formal,"food, dessert",12,[],[],[]
t1,outfits_formal,"bag, satchel",12,[],[],[]
t1,outfits_formal,"holding torch, torch",12,[],[],[]
t1,outfits_formal,"umbrella, transparent umbrella",12,[],[],[]
t1,outfits_formal,"holding surfboard, surfboard",12,[],[],[]
t1,outfits_formal,"beads, prayer beads",12,[],[],[]
t1,outfits_formal,"food, potato chips",12,[],[],[]
t1,outfits_formal,"racket, tennis racket, holding racket",12,[],[],[]
t1,outfits_formal,turtle,12,[],[],[]
t1,outfits_formal,briefcase,12,[],[],[]
t1,outfits_formal,"ball, baseball (object)",12,[],[],[]
t1,outfits_formal,"bucket, wooden bucket",12,[],[],[]
t1,outfits_formal,"food, crepe",12,[],[],[]
t1,outfits_formal,barrel,12,[],[],[]
t1,outfits_formal,ramune,12,[],[],[]
t1,outfits_formal,cat teaser,12,[],[],[]
t1,outfits_formal,baseball mitt,12,[],[],[]
t1,outfits_formal,"lamp, desk lamp",12,[],[],[]
t1,outfits_formal,parfait,12,[],[],[]
t1,outfits_formal,"food, macaron",12,[],[],[]
t1,outfits_formal,calligraphy brush,12,[],[],[]
t1,outfits_formal,paddle,12,[],[],[]
t1,outfits_formal,drink can,12,[],[],[]
t1,outfits_formal,shower head,12,[],[],[]
t1,outfits_formal,tokkuri,12,[],[],[]
t1,outfits_formal,yunomi,12,[],[],[]
t1,outfits_formal,light bulb,12,[],[],[]
t1,outfits_formal,omurice,12,[],[],[]
t1,outfits_formal,mimikaki,12,[],[],[]
t1,outfits_formal,used tissue,12,[],[],[]
t1,outfits_formal,ginkgo leaf,12,[],[],[]
t1,outfits_formal,love letter,12,[],[],[]
t1,outfits_formal,tanabata,12,[],[],[]
t1,outfits_formal,"weapon, halberd",12,[],[],[]
t1,outfits_formal,"weapon, naginata",12,[],[],[]
t1,outfits_formal,cucumber,12,[],[],[]
t1,outfits_formal,button eyes,12,[],[],[]
t1,outfits_formal,"club (weapon), kanabou",12,[],[],[]
t1,outfits_formal,"makizushi, sushi, food",12,[],[],[]
t1,outfits_formal,teruterubouzu,12,[],[],[]
t1,outfits_formal,radish,12,[],[],[]
t1,outfits_formal,roasted sweet potato,12,[],[],[]
t1,outfits_formal,ikayaki,12,[],[],[]
t2,outfits_fantasy,waving,12,[],[],[]
t2,outfits_fantasy,"sitting, wariza",12,[],"[""body""]",[]
t2,outfits_fantasy,walking,12,[],"[""body""]",[]
t2,outfits_fantasy,wading,12,[],"[""body""]",[]
t2,outfits_fantasy,w,12,[],[],[]
t2,outfits_fantasy,top-down bottom-up,12,[],"[""body""]",[]
t2,outfits_fantasy,thought bubble,12,[],[],[]
t2,outfits_fantasy,talking,12,[],[],[]
t2,outfits_fantasy,stretching,12,[],[],[]
t2,outfits_fantasy,straddling,12,[],"[""body""]",[]
t2,outfits_fantasy,"standing, standing on one leg",12,[],"[""body""]",[]
t2,outfits_fantasy,standing,12,[],"[""body""]",[]
t2,outfits_fantasy,spread legs,12,[],"[""body""]",[]
t2,outfits_fantasy,"outstretched arms, spread arms",12,[],[],[]
t2,outfits_fantasy,skirt hold,12,[],[],[]
t2,outfits_fantasy,sitting,12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, crossed legs",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, seiza",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, yokozuwari",12,[],"[""body""]",[]
t2,outfits_fantasy,"clothes lift, shirt lift",12,[],[],[]
t2,outfits_fantasy,selfie,12,[],[],[]
t2,outfits_fantasy,salute,12,[],[],[]
t2,outfits_fantasy,riding,12,[],"[""body""]",[]
t2,outfits_fantasy,restrained,12,[],[],[]
t2,outfits_fantasy,"reading, book, holding book, open book",12,[],[],[]
t2,outfits_fantasy,"reaching, reaching towards viewer",12,[],[],[]
t2,outfits_fantasy,collar tug,12,[],[],[]
t2,outfits_fantasy,pose,12,[],[],[]
t2,outfits_fantasy,peace sign,12,[],[],[]
t2,outfits_fantasy,paw pose,12,[],[],[]
t2,outfits_fantasy,rabbit pose,12,[],[],[]
t2,outfits_fantasy,horns pose,12,[],[],[]
t2,outfits_fantasy,claw pose,12,[],[],[]
t2,outfits_fantasy,bras d'honneur,12,[],[],[]
t2,outfits_fantasy,contrapposto,12,[],[],[]
t2,outfits_fantasy,ghost pose,12,[],[],[]
t2,outfits_fantasy,ojou-sama pose,12,[],[],[]
t2,outfits_fantasy,victory pose,12,[],[],[]
t2,outfits_fantasy,villain pose,12,[],[],[]
t2,outfits_fantasy,"peace sign, gyaru v",12,[],[],[]
t2,outfits_fantasy,"peace sign, v over eye",12,[],[],[]
t2,outfits_fantasy,"peace sign, v over mouth",12,[],[],[]
t2,outfits_fantasy,"peace sign, double peace",12,[],[],[]
t2,outfits_fantasy,"peace sign, inward v",12,[],[],[]
t2,outfits_fantasy,"own hands clasped, own hands together",12,[],[],[]
t2,outfits_fantasy,outstretched hand,12,[],[],[]
t2,outfits_fantasy,outstretched arms,12,[],[],[]
t2,outfits_fantasy,open hand,12,[],[],[]
t2,outfits_fantasy,"lying, on back",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, on bed",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, on chair",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, on couch",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, on floor",12,[],"[""body""]",[]
t2,outfits_fantasy,"on one knee, kneeling",12,[],"[""body""]",[]
t2,outfits_fantasy,"lying, on side",12,[],"[""body""]",[]
t2,outfits_fantasy,"lying, on stomach",12,[],"[""body""]",[]
t2,outfits_fantasy,reclining,12,[],"[""body""]",[]
t2,outfits_fantasy,looking up,12,[],[],[]
t2,outfits_fantasy,looking to the side,12,[],[],[]
t2,outfits_fantasy,looking down,12,[],[],[]
t2,outfits_fantasy,looking back,12,[],[],[]
t2,outfits_fantasy,looking away,12,[],[],[]
t2,outfits_fantasy,looking at viewer,12,[],[],[]
t2,outfits_fantasy,looking ahead,12,[],[],[]
t2,outfits_fantasy,looking afar,12,[],[],[]
t2,outfits_fantasy,looking at another,12,[],[],[]
t2,outfits_fantasy,"licking, licking object",12,[],[],[]
t2,outfits_fantasy,"licking, licking finger",12,[],[],[]
t2,outfits_fantasy,"sitting, legs up",12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, knees to chest",12,[],"[""body""]",[]
t2,outfits_fantasy,legs together,12,[],"[""body""]",[]
t2,outfits_fantasy,legs apart,12,[],"[""body""]",[]
t2,outfits_fantasy,"leg up, leg lift",12,[],"[""body""]",[]
t2,outfits_fantasy,"leg up, stepping",12,[],"[""body""]",[]
t2,outfits_fantasy,leaning forward,12,[],[],[]
t2,outfits_fantasy,leaning back,12,[],[],[]
t2,outfits_fantasy,knees together feet apart,12,[],"[""body""]",[]
t2,outfits_fantasy,kneeling,12,[],"[""body""]",[]
t2,outfits_fantasy,jumping,12,[],"[""body""]",[]
t2,outfits_fantasy,"sitting, indian style",12,[],"[""body""]",[]
t2,outfits_fantasy,index finger raised,12,[],[],[]
t2,outfits_fantasy,"sitting, knees to chest, hugging own legs",12,[],[],[]
t2,outfits_fantasy,hugging object,12,[],[],[]
t2,outfits_fantasy,"heart hands, heart",12,[],[],[]
t2,outfits_fantasy,headpat,12,[],[],[]
t2,outfits_fantasy,hands up,12,[],[],[]
t2,outfits_fantasy,hands on own hips,12,[],[],[]
t2,outfits_fantasy,hands on own face,12,[],[],[]
t2,outfits_fantasy,hands on own chest,12,[],[],[]
t2,outfits_fantasy,hands in pockets,12,[],[],[]
t2,outfits_fantasy,hand up,12,[],[],[]
t2,outfits_fantasy,hand to own mouth,12,[],[],[]
t2,outfits_fantasy,hand on own hip,12,[],[],[]
t2,outfits_fantasy,hand on own head,12,[],[],[]
t2,outfits_fantasy,hand on own chin,12,[],[],[]
t2,outfits_fantasy,hand on own chest,12,[],[],[]
t2,outfits_fantasy,hand on own cheek,12,[],[],[]
t2,outfits_fantasy,hand in pocket,12,[],"[""body""]",[]
t2,outfits_fantasy,hand between legs,12,[],"[""body""]",[]
t2,outfits_fantasy,finger to mouth,12,[],[],[]
t2,outfits_fantasy,fighting stance,12,[],[],[]
t2,outfits_fantasy,facing viewer,12,[],[],[]
t2,outfits_fantasy,facing away,12,[],[],[]
t2,outfits_fantasy,"eating, food",12,[],[],[]
t2,outfits_fantasy,drinking,12,[],[],[]
t2,outfits_fantasy,dancing,12,[],[],[]
t2,outfits_fantasy,crossed legs,12,[],"[""body""]",[]
t2,outfits_fantasy,crossed arms,12,[],[],[]
t2,outfits_fantasy,covering mouth,12,[],[],[]
t2,outfits_fantasy,covering breasts,12,[],"[""breasts""]",[]
t2,outfits_fantasy,clenched hands,12,[],[],[]
t2,outfits_fantasy,clenched hand,12,[],[],[]
t2,outfits_fantasy,carrying object,12,[],[],[]
t2,outfits_fantasy,breasts squeezed together,12,[],"[""breasts""]",[]
t2,outfits_fantasy,"bent over, leaning forward",12,[],[],[]
t2,outfits_fantasy,arms up,12,[],[],[]
t2,outfits_fantasy,arms behind head,12,[],[],[]
t2,outfits_fantasy,arms behind back,12,[],[],[]
t2,outfits_fantasy,arms at sides,12,[],[],[]
t2,outfits_fantasy,arm up,12,[],[],[]
t2,outfits_fantasy,arm support,12,[],[],[]
t2,outfits_fantasy,grabbing own arm,12,[],[],[]
t2,outfits_fantasy,one arm behind head,12,[],[],[]
t2,outfits_fantasy,one arm behind back,12,[],[],[]
t2,outfits_fantasy,one arm at side,12,[],[],[]
t2,outfits_fantasy,arched back,12,[],[],[]
t2,outfits_fantasy,all fours,12,[],[],[]
t2,outfits_fantasy,against wall,12,[],[],[]
t2,outfits_fantasy,adjusting hair,12,[],[],[]
t2,outfits_fantasy,adjusting eyewear,12,[],[],[]
t2,outfits_fantasy,arm under breasts,12,[],"[""breasts""]",[]
t2,outfits_fantasy,tucking hair,12,[],[],[]
t2,outfits_fantasy,"lying, on ground",12,[],[],[]
t2,outfits_fantasy,pigeon-toed,12,[],"[""body""]",[]
t2,outfits_fantasy,thumbs up,12,[],[],[]
t2,outfits_fantasy,thumbs down,12,[],[],[]
t2,outfits_fantasy,kicking,12,[],"[""body""]",[]
t2,outfits_fantasy,invisible chair,12,[],[],[]
t2,outfits_fantasy,hand on own thigh,12,[],[],[]
t2,outfits_fantasy,tiptoes,12,[],"[""feet""]",[]
t2,outfits_fantasy,singing,12,[],[],[]
t2,outfits_fantasy,"falling, tripping",12,[],[],[]
t2,outfits_fantasy,hand on own knee,12,[],[],[]
t2,outfits_fantasy,"gift, holding, holding gift, incoming gift",12,[],[],[]
t2,outfits_fantasy,"music, instrument, playing instrument",12,[],[],[]
t2,outfits_fantasy,"holding, stuffed toy, holding stuffed toy",12,[],[],[]
t2,outfits_fantasy,pointing at viewer,12,[],[],[]
t2,outfits_fantasy,"broom, broom riding",12,[],[],[]
t2,outfits_fantasy,leaning to the side,12,[],[],[]
t2,outfits_fantasy,tying hair,12,[],[],[]
t2,outfits_fantasy,shouting,12,[],[],[]
t2,outfits_fantasy,"hugging object, pillow, pillow hug",12,[],[],[]
t2,outfits_fantasy,punching,12,[],[],[]
t2,outfits_fantasy,yawning,12,[],[],[]
t2,outfits_fantasy,\\m/,12,[],[],[]
t2,outfits_fantasy,hand on own stomach,12,[],"[""body""]",[]
t2,outfits_fantasy,hands on own cheeks,12,[],[],[]
t2,outfits_fantasy,hand on own ass,12,[],"[""body""]","[""front""]"
t2,outfits_fantasy,"weapon, gun, firing",12,[],[],[]
t2,outfits_fantasy,strap pull,12,[],"[""strapped""]",[]
t2,outfits_fantasy,shushing,12,[],[],[]
t2,outfits_fantasy,breast suppress,12,[],"[""breasts""]",[]
t2,outfits_fantasy,"peeking, peeking out, door",12,[],[],[]
t2,outfits_fantasy,squatting,12,[],[],[]
t2,outfits_fantasy,"squatting, slav squatting",12,[],[],[]
t2,outfits_fantasy,open hands,12,[],[],[]
t2,outfits_fantasy,waking up,12,[],[],[]
t2,outfits_fantasy,hands on own knees,12,[],[],[]
t2,outfits_fantasy,breast lift,12,[],"[""breasts""]",[]
t2,outfits_fantasy,hands in hair,12,[],[],[]
t2,outfits_fantasy,"pointing, pointing at self",12,[],[],[]
t2,outfits_fantasy,"pointing, pointing at self with one hand",12,[],[],[]
t2,outfits_fantasy,"pointing, pointing up",12,[],[],[]
t2,outfits_fantasy,"pointing, pointing to the side",12,[],[],[]
t2,outfits_fantasy,"pointing, pointing down",12,[],[],[]
t2,outfits_fantasy,index finger raised,12,[],[],[]
t2,outfits_fantasy,against glass,12,[],[],[]
t2,outfits_fantasy,holding own arm,12,[],[],[]
t2,outfits_fantasy,"elbow rest, leaning",12,[],[],[]
t2,outfits_fantasy,steepled fingers,12,[],[],[]
t2,outfits_fantasy,hand on own arm,12,[],[],[]
t2,outfits_fantasy,staring,12,[],[],[]
t2,outfits_fantasy,index fingers together,12,[],[],[]
t2,outfits_fantasy,arms under breasts,12,[],"[""breasts""]",[]
t2,outfits_fantasy,clothes grab,12,[],[],[]
t2,outfits_fantasy,running,12,[],[],[]
t2,outfits_fantasy,finger to cheek,12,[],[],[]
t2,outfits_fantasy,covering own eyes,12,[],[],[]
t2,outfits_fantasy,"come hither, beckoning",12,[],[],[]
t2,outfits_fantasy,rubbing eyes,12,[],[],[]
t2,outfits_fantasy,praying,12,[],[],[]
t2,outfits_fantasy,zombie pose,12,[],[],[]
t2,outfits_fantasy,holding sign with an X on it,12,[],[],[]
t2,outfits_fantasy,holding sign a symbol on it,12,[],[],[]
t2,outfits_fantasy,"phone, holding phone, looking at phone",12,[],[],[]
t2,outfits_fantasy,ok sign,12,[],[],[]
t2,outfits_fantasy,playing with own hair,12,[],[],[]
t2,outfits_fantasy,"sitting, hands on lap",12,[],[],[]
t2,outfits_fantasy,finger to own chin,12,[],[],[]
t2,outfits_fantasy,hands on own thighs,12,[],"[""body""]",[]
t2,outfits_fantasy,wiping tears,12,[],[],[]
t2,outfits_fantasy,sleeping,12,[],[],[]
t2,outfits_fantasy,cupping hands,12,[],[],[]
t2,outfits_fantasy,double finger gun,12,[],[],[]
t2,outfits_fantasy,fidgeting,12,[],[],[]
t2,outfits_fantasy,finger counting,12,[],[],[]
t2,outfits_fantasy,fist in hand,12,[],[],[]
t2,outfits_fantasy,heart arms,12,[],[],[]
t2,outfits_fantasy,x fingers,12,[],[],[]
t2,outfits_fantasy,"akanbe, eyelid pull, tongue out",12,[],[],[]
t2,outfits_fantasy,middle finger,12,[],[],[]
t2,outfits_fantasy,finger gun,12,[],[],[]
t2,outfits_fantasy,fox shadow puppet,12,[],[],[]
t2,outfits_fantasy,middle w,12,[],[],[]
t2,outfits_fantasy,money gesture,12,[],[],[]
t2,outfits_fantasy,raised fist,12,[],[],[]
t2,outfits_fantasy,stroking own chin,12,[],[],[]
t2,outfits_fantasy,shrugging,12,[],[],[]
t2,outfits_fantasy,turning head,12,[],[],[]
t2,outfits_fantasy,the pose,12,[],[],[]
t2,outfits_fantasy,standing split,12,[],[],[]
t2,outfits_fantasy,smoking,12,[],[],[]
t2,outfits_fantasy,plantar flexion,12,[],"[""feet""]",[]
t2,outfits_fantasy,lifting own clothes,12,[],[],[]
t2,outfits_fantasy,head rest,12,[],[],[]
t2,outfits_fantasy,skirt tug,12,[],"[""skirt""]",[]
t2,outfits_fantasy,spread fingers,12,[],[],[]
t2,outfits_fantasy,shading eyes,12,[],[],[]
t2,outfits_fantasy,hands on own head,12,[],[],[]
t2,outfits_fantasy,spilling,12,[],[],[]
t2,outfits_fantasy,incoming attack,12,[],[],[]
t2,outfits_fantasy,kabedon,12,[],[],[]
t2,outfits_fantasy,knees apart feet together,12,[],"[""legs""]",[]
t2,outfits_fantasy,curtain grab,12,[],[],[]
t2,outfits_fantasy,pole dancing,12,[],[],[]
t2,outfits_fantasy,cheek poking,12,[],[],[]
t2,outfits_fantasy,teasing,12,[],[],[]
t2,outfits_fantasy,stuck,12,[],[],[]
t2,outfits_fantasy,curled fingers,12,[],[],[]
t2,outfits_fantasy,against tree,12,[],[],[]
t2,outfits_fantasy,sparkler,6,[],[],[]
t2,outfits_fantasy,curtsey,12,[],"[""female""]",[]
t2,outfits_fantasy,holding own tail,6,[],[],[]
t2,outfits_fantasy,head down,12,[],[],[]
t2,outfits_fantasy,wiping face,12,[],[],[]
t2,outfits_fantasy,wiping sweat,12,[],[],[]
t2,outfits_fantasy,fallen down,12,[],[],[]
t2,outfits_fantasy,"party popper, holding party popper",12,[],[],[]
t2,outfits_fantasy,chewing,12,[],[],[]
t2,outfits_fantasy,sigh,12,[],[],[]
t2,outfits_fantasy,ass support,12,[],[],[]
t2,outfits_fantasy,raised fist,12,[],[],[]
t2,outfits_fantasy,mouth pull,12,[],[],[]
t2,outfits_fantasy,toast in mouth,12,[],[],[]
t2,outfits_fantasy,incoming hug,12,[],[],[]
t2,outfits_fantasy,self hug,12,[],[],[]
t2,outfits_fantasy,clapping,12,[],[],[]
t2,outfits_fantasy,fetal position,12,[],[],[]
t2,outfits_fantasy,dynamic pose,12,[],[],[]
t2,outfits_fantasy,elbow on table,12,[],[],[]
t2,outfits_fantasy,cheek rest,12,[],[],[]
t2,outfits_fantasy,holding baby,2,[],[],[]
t5,outfits_special,sparkle,12,[],[],[]
t5,outfits_special,snowflakes,12,[],[],[]
t5,outfits_special,petals,12,[],[],[]
t5,outfits_special,paw print,12,[],[],[]
t5,outfits_special,musical note,12,[],[],[]
t5,outfits_special,motion lines,12,[],[],[]
t5,outfits_special,magic,12,[],[],[]
t5,outfits_special,light rays,12,[],[],[]
t5,outfits_special,light particles,12,[],[],[]
t5,outfits_special,lens flare,12,[],[],[]
t5,outfits_special,ice,12,[],[],[]
t5,outfits_special,glowing,12,[],[],[]
t5,outfits_special,glint,12,[],[],[]
t5,outfits_special,fire,12,[],[],[]
t5,outfits_special,fantasy,12,[],[],[]
t5,outfits_special,falling petals,12,[],[],[]
t5,outfits_special,emphasis lines,12,[],[],[]
t5,outfits_special,electricity,12,[],[],[]
t5,outfits_special,eighth note,12,[],[],[]
t5,outfits_special,depth of field,12,[],[],[]
t5,outfits_special,crystal,12,[],[],[]
t5,outfits_special,crescent,12,[],[],[]
t5,outfits_special,confetti,12,[],[],[]
t5,outfits_special,chromatic aberration,12,[],[],[]
t5,outfits_special,christmas,12,[],[],[]
t5,outfits_special,chibi,12,[],[],[]
t5,outfits_special,cherry blossoms,12,[],[],[]
t5,outfits_special,bubble,12,[],[],[]
t5,outfits_special,blurry background,12,[],[],[]
t5,outfits_special,blurry foreground,12,[],[],[]
t5,outfits_special,autumn leaves,12,[],[],[]
t5,outfits_special,air bubble,12,[],[],[]
t5,outfits_special,aura,12,[],[],[]
t5,outfits_special,halftone,12,[],[],[]
t5,outfits_special,explosion,12,[],[],[]
t5,outfits_special,summer,12,[],[],[]
t5,outfits_special,sunbeam,12,[],[],[]
t5,outfits_special,magic circle,12,[],[],[]
t5,outfits_special,fireworks,12,[],[],[]
t5,outfits_special,winter,12,[],[],[]
t5,outfits_special,partially colored,12,[],[],[]
t5,outfits_special,ripples,12,[],[],[]
t5,outfits_special,rainbow,12,[],[],[]
t5,outfits_special,sepia,12,[],[],[]
t5,outfits_special,blood splatter,12,[],[],[]
t5,outfits_special,autumn,12,[],[],[]
t5,outfits_special,spring (season),12,[],[],[]
t5,outfits_special,rose petals,12,[],[],[]
t5,outfits_special,danmaku,12,[],[],[]
t5,outfits_special,shiny,12,[],[],[]
t5,outfits_special,lightning,12,[],[],[]
t5,outfits_special,blue fire,12,[],[],[]
t5,outfits_special,falling leaves,12,[],[],[]
t5,outfits_special,muted color,12,[],[],[]
t5,outfits_special,soap bubbles,12,[],[],[]
t5,outfits_special,horror (theme),12,[],[],[]
t5,outfits_special,colorful,12,[],[],[]
t5,outfits_special,viewfinder,12,[],[],[]
t5,outfits_special,constellation,12,[],[],[]
t5,outfits_special,ancient egyptian,12,[],[],[]
t5,outfits_special,surreal,12,[],[],[]
t5,outfits_special,darkness,12,[],[],[]
t5,outfits_special,dark,12,[],[],[]
t5,outfits_special,paint splatter,12,[],[],[]
t5,outfits_special,lolita fashion,12,[],[],[]
t5,outfits_special,bloom,12,[],[],[]
t5,outfits_special,abstract,12,[],[],[]
t5,outfits_special,embers,12,[],[],[]
t5,outfits_special,"corruption, dark persona",12,[],[],[]
t5,outfits_special,stage lights,12,[],[],[]
t5,outfits_special,fashion,12,[],[],[]
t5,outfits_special,trick or treat,12,[],[],[]
t5,outfits_special,fluffy,12,[],[],[]
t5,outfits_special,symmetry,12,[],[],[]
t5,outfits_special,"reflective water, reflection",12,[],[],[]
t5,outfits_special,glitch,12,[],[],[]
t5,outfits_special,border,12,[],[],[]
t5,outfits_special,framed,12,[],[],[]
t5,outfits_special,character image,12,[],[],[]
t5,outfits_special,3d,12,[],[],[]
t5,outfits_special,lineart,12,[],[],[]
t5,outfits_special,no lineart,12,[],[],[]
t5,outfits_special,outline,12,[],[],[]
t5,outfits_special,pixel art,12,[],[],[]
t5,outfits_special,oekaki,12,[],[],[]
t5,outfits_special,anime screencap,12,[],[],[]
t5,outfits_special,anime screenshot,12,[],[],[]
t5,outfits_special,game screenshot,12,[],[],[]
t5,outfits_special,game cg,12,[],[],[]
t5,outfits_special,fake screenshot,12,[],[],[]
t5,outfits_special,drop shadow,12,[],[],[]
t5,outfits_special,gradient,12,[],[],[]
t5,outfits_special,film grain,12,[],[],[]
t5,outfits_special,caustics,12,[],[],[]
t5,outfits_special,bokeh,12,[],[],[]
t5,outfits_special,backlighting,12,[],[],[]
t5,outfits_special,dithering,12,[],[],[]
t5,outfits_special,monochrome,12,[],[],[]
t5,outfits_special,multiple monochrome,12,[],[],[]
t5,outfits_special,silhouette,12,[],[],[]
t5,outfits_special,vignetting,12,[],[],[]
t5,outfits_special,art deco,12,[],[],[]
t5,outfits_special,art nouveau,12,[],[],[]
t5,outfits_special,science fiction,12,[],[],[]
t5,outfits_special,steampunk,12,[],[],[]
t5,outfits_special,cyberpunk,12,[],[],[]
t5,outfits_special,western,12,[],[],[]
t5,outfits_special,sunlight,12,[],[],[]
t5,outfits_special,wind,12,[],[],[]
t5,outfits_special,squiggle,12,[],[],[]
t5,outfits_special,limited palette,12,[],[],[]
t5,outfits_special,overgrown,12,[],[],[]
t5,outfits_special,halloween,12,[],[],[]
t5,outfits_special,grass,12,[],[],[]
t5,outfits_special,blood,12,[],[],[]
t5,outfits_special,tokusatsu,12,[],[],[]
t5,outfits_special,thorns,12,[],[],[]
t5,outfits_special,stained glass,12,[],[],[]
t5,outfits_special,silk,12,[],[],[]
t5,outfits_special,sidelighting,12,[],[],[]
t5,outfits_special,reference sheet,12,[],[],[]
t5,outfits_special,outside border,12,[],[],[]
t5,outfits_special,hatching (texture),12,[],[],[]
t5,outfits_special,goth fashion,12,[],[],[]
t5,outfits_special,foreshortening,12,[],[],[]
t5,outfits_special,fisheye,12,[],[],[]
t5,outfits_special,dappled sunlight,12,[],[],[]
t5,outfits_special,color guide,12,[],[],[]
t5,outfits_special,wedding,12,[],[],[]
t5,outfits_special,melting,12,[],[],[]
t5,outfits_special,tree shade,12,[],[],[]
t5,outfits_special,liquid,12,[],[],[]
t5,outfits_special,unhappy adorable,12,[],[],[]
t5,outfits_special,disgustingly adorable,12,[],[],[]
t5,outfits_special,sideways,12,[],[],[]
t5,outfits_special,pink blood,12,[],[],[]
t5,outfits_special,window shadow,12,[],[],[]
